url,title,text,time,date
https://www.riatomsk.ru/article/20241127/sber-servis-registracii-biznesa/,Более 12 тыс ИП и ООО открыто в Сибири через сервис Сбера в 2024г,"ТОМСК,
27 ноя – РИА Томск. Больше 12 тысяч
новых бизнесов открылось в Сибири с помощью сервиса регистрации бизнеса и
дистанционного открытия счета Сбера за 10 месяцев 2024 года, сообщила
пресс-служба банка в среду.""В
первые 10 месяцев 2024 года в Сибири по упрощенной схеме было открыто больше 12
тысяч новых бизнесов. Такое число ИП и ООО было зарегистрировано в регионах
присутствия Сибирского банка Сбербанка с помощью сервиса регистрации бизнеса и
дистанционного открытия счета"", – сказано в сообщении.Добавляется,
что половина регистраций пришлась на Новосибирскую область, Красноярский и
Алтайский края. Еще треть – на Омскую, Кемеровскую и Томскую области.Чаще
всего сибиряки открывают предприятия розничной торговли, в том числе
ориентированные на работу через маркетплейсы. Помимо этого пользуются
популярностью следующие виды деятельности: логистика, строительство, услуги
парикмахерских, общепит, деятельность рекламных агентств, разработка
программного обеспечения, СТО, торговля одеждой и производство электромонтажных
работ.""Мы
благодарим клиентов за доверие к нашим решениям для предпринимателей. Сервис
регистрации бизнеса и дистанционного открытия счета позволяет открыть ИП и ООО
за один визит либо полностью удаленно, без оплаты госпошлины, необходимости
взаимодействовать с нотариусами"", – приводит пресс-служба слова
председателя Сибирского банка Сбера Дмитрия Солнцева.Реклама. Рекламодатель ПАО ""Сбербанк"". Идентификационный номер рекламы: LjN8Jyxde",14:38," 
27 ноября 2024 г."
https://www.riatomsk.ru/article/20241127/rebenok-pogib-vipav-iz-okna-vosjmogo-etazha-mnogoetazhki-v-tomske/,"Ребенок погиб, выпав из окна восьмого этажа многоэтажки в Томске","ТОМСК, 27 ноя – РИА Томск. Четырехлетний мальчик погиб, выпав из окна многоэтажки на улице Энтузиастов в Томске; возбуждено уголовное дело, прокуратура проводит проверку, сообщила в среду пресс-служба регионального ведомства.Уточняется, что трагедия произошла вечером во вторник, 26 ноября. ""Из окна квартиры, расположенной на восьмом этаже многоквартирного жилого дома по улице Энтузиастов в городе Томске, выпал четырехлетний мальчик. От полученных телесных повреждений ребенок скончался"", – говорится в сообщении.Прокуратура Октябрьского района Томска проводит проверку. Кроме того, в связи с гибелью ребенка было возбуждено уголовное дело по части первой статьи ""Причинение смерти по неосторожности"".",12:32," 
27 ноября 2024 г."
https://www.riatomsk.ru/article/20241127/novoe-kladbische-seversk-stroiteljstvo/,Ввод 1-й очереди нового кладбища в Северске отложен на 2025-2026гг,"ТОМСК, 26 ноя – РИА Томск. Строительство административного здания нового кладбища в Северске завершилось в 2024 году, ввести в эксплуатацию первую очередь объекта, рассчитанную почти на 2,8 тысячи захоронений, власти планируют в 2025-2026 годах, так как нужно еще оборудовать ливневую канализацию и заасфальтировать проезды, сообщила РИА Томск представитель пресс-службы ЗАТО. Ранее сообщалось, что в Северске строят новое кладбище на 29,5 тысячи захоронений, общая площадь которых составит 26,34 гектара. Стоимость всех этапов работ – порядка 570 миллионов рублей. Срок эксплуатации нового кладбища рассчитан на 20 лет. Власти рассчитывали ввести первую очередь кладбища в 2024 году. ""Работы продолжаются. Строительство объекта ведется за счет средств местного бюджета. Поэтому работы выполняются поэтапно, исходя из возможностей бюджета ЗАТО Северск. Завершить строительство первой очереди муниципального общественного кладбища планируется в 2025-2026 годах"", – сказала собеседница агентства, уточнив, что первая очередь рассчитана на 2784 захоронения.Она пояснила, что для ввода в эксплуатацию первой очереди кладбища необходимо установить мачты освещения, проложить трубы ливневой канализации по территории для захоронений, установить ограждения и заасфальтировать проезды. Кроме того, необходимо отсыпать щебнем дорогу от улицы Сосновой до кладбища и установить насосную станцию для водопровода.""На сегодняшний день выполнена отсыпка щебнем дороги в один слой и отсыпка грунта на картах первой очереди, монтаж подстанции. Построен основной водопровод и поливочный (по картам для захоронений). Также закончено строительство административного здания. Выполнен ряд других работ, касающихся инфраструктуры"", – добавила представитель пресс-службы.",12:13," 
27 ноября 2024 г."
https://www.riatomsk.ru/article/20241127/poteryavshiesya-strelki-orientiri-les-tomsk/,Волонтеры установили 33 стрелки для пропавших в томских лесах в 2024г,"ТОМСК, 27 ноя – РИА Томск, Дарья Фадеева. Волонтеры поискового
отряда ""ЛизаАлерт"" в 2024 году в томских лесах 33 стрелки-ориентира
для потерявшихся, сообщается в среду в телеграмм-канале поискового отряда. Как
пояснил пресс-аташе отряда, за все время было установлено 255 стрелок.Ранее
сообщалось, что волонтеры ""ЛизаАлерт"" с 2021 года начали
устанавливать стрелки-указатели, чтобы помочь заблудившимся в томских лесах, в
том числе в 86-м квартале, в окрестностях сел Кисловка, Курлек и Губино
Томского района, а также около города Колпашево. В 2024 году планировалось
установить около 70 таких указателей.""За
сезон 2024 года состоялось 17 выездов добровольцев по установке и проверке
стрелок в районах 86 квартала, села Курлек и города Колпашево… За 11 месяцев, с
января по ноябрь, мы установили в Томской области 33 стрелки"", – сказано в
сообщении.Также
волонтеры отряда заменили 12 стрелок, которые пострадали от лесных пожаров или людей.Как
уточнил РИА Томск пресс-атташе томского отряда Сергей Важенин, всего с 2021
года в лесах Томской области было установлено 255 стрелок-ориентиров.Как
сообщалось ранее, поисково-спасательный отряд ""ЛизаАлерт"" появился в
Томске в 2014 году. За 10 лет существования в отряд поступили 2 584 заявки на
поиск пропавших людей, 2 004 человека были найдены живыми, 266 – погибшими. С
начала 2024 года было принято 426 заявок: 334 человека были найдены живыми, 27
– погибшими.",11:59," 
27 ноября 2024 г."
https://www.riatomsk.ru/article/20241127/vipusknik-tgu-stal-poslom/,Выпускник ТГУ из Индонезии получил звание посла образования РФ,"ТОМСК, 27 ноя – РИА Томск. Выпускник Томского госуниверситета
(ТГУ) из Индонезии Тура Партхаяна стал послом российского образования и науки и
займется продвижением идеи обучения в РФ среди иностранцев, сообщается на сайте
вуза в среду.Ранее
сообщалось, что в 2017 году студент ТГУ Партхаяна начал вести свой блог о жизни
в России, учебе в университете, особенностях русской кухни и суровой сибирской
погоде. За год он набрал 288 тысяч подписчиков, в том числе из Индонезии, Малайзии,
Гонконга, Тайваня, Колумбии и Бразилии.""Выпускник
Института экономики и менеджмента Томского государственного университета и
известный видеоблогер из Индонезии Тура Партхаяна стал послом российского
образования и науки. Он будет содействовать популяризации российской науки,
посредством участия в международных образовательных и культурных мероприятиях,
а также вести большую информационную работу"", – сказано на сайте ТГУ.Уточняется,
что торжественную церемонию присвоения звания посла провел глава Минобрнауки
Валерий Фальков, который отметил, что к 2030 году количество иностранных
студентов в вузах должно увеличиться до 500 тысяч человек. По его словам, послы
помогут повысить престижность российского образования среди иностранцев и
продвинуть отечественную науку за рубежом. Всего послами стали 12
иностранных граждан-выпускников вузов РФ.© с сайта ТГУИндонезийский университет и ТГУ подписали меморандум о сотрудничестве""Видеоролики
Туры – это очень эффективный ресурс информирования индонезийской молодежи не
только о ТГУ, но и о жизни в России, информирования от первого лица, понятным
молодежи языком. Выбор его в качестве посла российского образования
примечателен еще и тем, что он пока единственный представитель молодежи среди
обладателей этого звания"", – цитируется на сайте вуза проректор по
международным связям Артем Рыкун.Со
ссылкой на Партхаяна сообщается, что как посол он планирует продвигать русскую
культуру и рассказывать о возможностях, которые дает российское образование.
""Помимо этого, буду отвечать на любые вопросы от потенциальных
абитуриентов, чтобы показать им на личном примере: Россия – это круто!"", –
цитируется он.",11:31," 
27 ноября 2024 г."
https://www.riatomsk.ru/article/20241127/bezrabotnie-tomskaya-oblastj-statistika/,Доля безработных женщин выросла в Томской области с начала 2024 года,"ТОМСК, 27 ноя – РИА Томск. Доля жителей Томской области, которые ищут работу впервые, с начала 2024 года снизилась на 2,8% – до 18,2%, при этом безработных женщин стало больше; на конец ноября в регионе открыто 9,5 тысячи вакансий, в частности требуются повара, водители, уборщики, сообщила в среду РИА Томск представитель облдепартамента труда и занятости населения.Ранее сообщалось, что, по данным на октябрь 2024 года, статус безработного в Томской области с начала года получили около 6 тысяч человек – это меньше на 2 тысячи по сравнению с аналогичным периодом 2023-го. Уровень регистрируемой безработицы в регионе в октябре составлял 0,49%. Общая численность рабочей силы оценивалась в 526,8 тысячи человек.""За 2024 год значительно изменился портрет безработного. Снизилась доля граждан, ищущих работу впервые, и граждан с большим перерывом в трудовом стаже – с 21% до 18,2%. Среди безработных доля женщин увеличилась с 53,9% до 58,1%; доля проживающих в городах увеличилась с 47,3% до 48,8%"", – сказала представитель облдепартамента.Она добавила, что также выросла доля людей, имеющих высшее образование (с 22,3% до 27%) и граждан, снявшихся с учета в качестве самозанятого (с 1,9% до 3,1%).По ее словам, в 2024 году в службу занятости населения Томской области были заявлены 43 тысячи вакансий от 2,4 тысячи работодателей. На конец ноября было открыто 9,5 тысячи вакансий. ""Из них 92,2% – на постоянное место работы, 4% – вахтовым методом, в основном на территории Томской области (на рабочие места водителя автомобиля, машиниста, повара, оператора, охранника, бурильщика), 4% – с неполным рабочим днем (уборщики помещений, дворники, рабочий по благоустройству, врачи), 2,3% – с гибким режимом работы (водители, уборщики, курьеры, врачи, повара)"", – добавила собеседница агентства.Поиск или смена работы: пять возможностей. Инструкция РИА Томск",10:14," 
27 ноября 2024 г."
https://www.riatomsk.ru/article/20241127/klyajn-podal-zhalobu-v-verhovnij-sud/,Экс-мэр Томска Кляйн обжаловал в Верховном суде приговор 2021 года,"ТОМСК, 27 ноя – РИА Томск. Бывший мэр Томска Иван Кляйн подал
жалобу в Верховный суд РФ по делу о злоупотреблении должностными полномочиями,
по которому он был приговорен к двум годам лишения свободы, сообщает в среду
информационное агентство ТАСС.""Поступила
жалоба Ивана Кляйна на приговор суда нижестоящей инстанции, по которому он был
приговорен к двум годам лишения свободы"", – цитирует ТАСС сообщение суда и
уточняет, что жалоба на приговор по делу о злоупотреблении должностными полномочиями поступила в суд 22 ноября 2024 года.Ранее сообщалось, что Кляйн был
арестован в ноябре 2020 года. В конце 2021 года суд приговорил его к двум годам
лишения свободы со штрафом в 200 тысяч рублей, посчитав доказанной вину в
злоупотреблении должностными полномочиями и в незаконном предпринимательстве
(уголовное дело состояло из трех эпизодов, связанных со строительством
микрорайона на улице Мокрушина, в незаконном участии в управлении ""Томским
пивом"" и предоставлением в 2015 году земельного участка дочери).Также в январе 2024 года суд приговорил Кляйна к 1 году колонии
общего режима по четвертому уголовному делу (о ремонте
Большой Подгорной). Однако с учетом времени, проведенного им под домашним арестом, Кляйн был
освобожден в зале суда.",9:08 ,"
27 ноября 2024 г."
https://www.riatomsk.ru/article/20241127/tnimc-novorozhdennie-skrining-sibirj/,Томский НИМЦ провел скрининг 230 тыс новорожденных в Сибири за 2 года,"ТОМСК, 27 ноя – РИА Томск. Около 230 тысяч новорожденных прошли неонатальный скрининг в Томском национальном исследовательском медцентре (ТНИМЦ) в 2023-2024 годах; у 112 детей подтвердились редкие наследственные заболевания, сообщил РИА Томск директор ТНИМЦ Вадим Степанов.Ранее сообщалось, что Минздрав с 2023 года расширил скрининг
новорожденных детей: кровь стали брать не на пять, а на 36
генетических заболеваний, среди которых наследственные болезни обмена веществ, спинальная
мышечная атрофия (СМА), первичный иммунодефицит и другие редкие заболевания. Томский НИМЦ проводит
исследования материала
со всей Сибири. ""В 2023 году
проведен скрининг 130 тысяч новорожденных. За девять месяцев 2024 года – еще
примерно 100 тысяч. Всего Томский НИМЦ провел диагностику около 230 тысяч новорожденных"", – рассказал собеседник
агентства.По его словам, центр отвечает за регионы СФО (Республика Алтай, Республика Тыва, Республика Хакасия, Алтайский край, Красноярский край, Иркутская область, Кемеровская область – Кузбасс, Новосибирская область, Омская область) и Республику Саха (Якутия). Скрининг прошли приблизительно 99% младенцев: ""Процент не попадает в силу разных причин – кто-то может
отказаться"".""Из обследованных в 2023 году 2 тысячи новорожденных
попали в группу риска, у 64 детей был подтвержден редкий диагноз: выявлено 42 случая наследственных болезней обмена, 12 случаев
спинальной мышечной атрофии (СМА) и 10 случаев первичного иммунодефицита. Благодаря ранней диагностике
маленькие пациенты получили шанс вовремя начать терапию"", – пояснил Степанов  По его словам, за девять месяцев 2024 года в группу риска попали 1 614 новорожденных. Подтверждены диагнозы у 48 детей: 32 случая наследственных болезней обмена, 12 – СМА и четыре  – первичный иммунодефицит.",8:37 ,"
27 ноября 2024 г."
https://www.riatomsk.ru/article/20241127/pogoda-tomsk/,Небольшой мороз без осадков прогнозируется в среду в Томске,"ТОМСК, 27 ноя – РИА Томск. Температура воздуха до минус 4 градусов, переменная облачность и юго-западный ветер ожидают томичей днем в среду, сообщается на сайте регионального гидрометцентра.""По Томску днем (в среду) переменная облачность, преимущественно без осадков. Ветер юго-западный 2-7 метров в секунду... Температура днем минус 2-4 градуса"", – информируют синоптики.В районах области также прогнозируется переменная облачность. Порывы юго-западного ветра могут составить 12 метров в секунду. Температура днем будет колебаться от минус 4 до плюс 1 градуса. На дорогах области и города возможна гололедица.",7:15 ,"
27 ноября 2024 г."
https://www.riatomsk.ru/article/20241126/dom-za-rublj-krasnoarmejskaya-75-tomsk/,"Ремонт фасада ""дома за рубль"" на Красноармейской, 75 в Томске завершен","ТОМСК, 26 ноя – РИА Томск. Инвестор завершает восстановление
старинного деревянного дома №75 по улице Красноармейской в Томске; горожане уже
могут увидеть обновленный фасад очередного объекта программы ""Дом за рубль"", сообщила во вторник пресс-служба мэрии.Ранее сообщалось, что в 2022 году предприниматель Алексей
Дубов, который ранее восстановил дом на проспекте Фрунзе, 32а, заключил договор
аренды одноэтажного дома площадью более 180 ""квадратов"" на улице
Красноармейской, 75. Здание является ценным градоформирующим объектом и входит
в перечень предмета охраны исторического поселения Томска, утвержденный
Минкультом РФ.""Инвестор, ведущий по муниципальному проекту ""Дом
за рубль"" восстановление дома на улице Красноармейская, 75, демонтировал
строительный забор. Горожане могут увидеть обновленный фасад объекта
деревянного зодчества… На сегодняшний день в доме на улице Красноармейская, 75
завершены работы по чистовой отделке сруба, установлен карнизный декор и
наличники"", – говорится в сообщении.Добавляется, что в настоящее время в доме, построенном в
1917 году, идут работы по внутренней отделке. Официально арендатором
является ООО ""Универсал"" (Дубов – директор предприятия).Что такое ""Дом за рубль""С 2016 года в Томске реализуется проект ""Дом за
рубль"", в рамках которого инвесторы могут за свой счет отремонтировать
старинные дома под собственные нужды и получить льготу по арендной плате. После
разработки проектной документации арендная плата за пользование зданием
снижается до 10%, а после выполнения ремонтно-восстановительных работ – до 1
рубля за дом. Срок договора льготной аренды – 49 лет.Льготы устанавливаются и по аренде земельного участка, на
котором расположен восстанавливаемый объект. С момента заключения договора
инвестор в течение 2 лет имеет право на льготную арендную плату в размере 0,1%
от рыночной. После разработки проекта льгота продляется еще на 2 года, а по
завершении ремонтно-восстановительных работ распространяется на весь срок
аренды (49 лет).В настоящее время в аренду переданы 62 дома. Восстановление 12 из них завершено.© РИА Томск. Василий ГумилевскийГде расположены томские ""дома за рубль"". Карта",17:54," 
26 ноября 2024 г."
