url,title,text,time,date
https://www.riatomsk.ru/article/20241204/meriya-tomsk-evakuaciya-lozhnij-vizov/,Около 150 человек эвакуировались из мэрии Томска из-за ложного вызова,"ТОМСК,
4 дек – РИА Томск.  Пожарные выехали по сигналу о задымлении в подвале здания на проспекте Ленина утром в среду, было эвакуировано 150 человек, вызов оказался ложным, сообщила РИА Томск в среду представительница регионального ГУ МЧС. Как уточнил источник, знакомый с ситуацией, речь идет о здании томской мэрии.  ""Город Томск, Ленина. По сообщению, было
задымление в подвале, проверили – ничего не обнаружили. Вызов ложный. Время
сообщения: 09.45… Эвакуировано 150 человек"", – рассказала собеседница
агентства. Она добавила, что на вызов привлекались 20 человек
личного состава и шесть единиц техники. Как уточнил источник, знакомый с ситуацией, речь
идет о здании томской мэрии по проспекту Ленина, 73.",10:57,"  
 4 декабря 2024 г."
https://www.riatomsk.ru/article/20241204/zhivotnie-vikinuli-iz-okna-policiya-proverka-tomsk/,Полиция проверяет информацию о выкинутых с 11 этажа животных в Томске,"ТОМСК,
4 дек – РИА Томск.  Полиция проводит проверку по сообщению, что из окна на 11 этаже дома по переулку Богдана Хмельницкого в Томске выкинули животных, говорится в телеграм-канале регионального УМВД в среду. По информации в соцсетях, речь идет о четырех котах и собаке. В социальных сетях в среду утром появилась
информация, что накануне вечером из окна 11 этажа дома в переулке Богдана Хмельницкого в Томске выбросили четырех котов и собаку с перерезанным
горлом. Жильцы вызвали полицию и обратились в ветклинику для оказания помощи выжившим животным. ""Третьего декабря 2024 года в дежурную часть
ОМВД России по  Кировскому району города
Томска поступило сообщение, что из окна 11 этажа дома по переулку Богдана Хмельницкого
выкинули животных. По данному факту сотрудниками полиции проводится проверка,
устанавливаются обстоятельства случившегося"", – сказано в сообщении. Очевидцев происшествия просят обратиться в дежурную
часть по Кировскому району Томска или по телефону 102.",10:28,"  
 4 декабря 2024 г."
https://www.riatomsk.ru/article/20241204/pobediteli-akcii-tomskenergosbita/,"Победители акции ""Томскэнергосбыта"" получат 60 тыс кВт·ч в подарок","ТОМСК, 4 дек – РИА Томск.  Шестьдесят человек стали победителями
акции ""Томскэнергосбыта"" ""Киловатты за онлайн""; до 16
декабря компания на их лицевые счета начислит подарочные 1000 киловатт-час,
сообщает пресс-служба организации. ""Томскэнергосбыт"" подвел итоги акции
""Киловатты за онлайн"" и определил 60 клиентов, на лицевые счета
которых до 16 декабря будет начислено 1000 киловатт-час. Большинство
победителей акции – томичи, жители города Колпашево, сел Парабель и Подгорное. Каждый
победитель получит письмо с информацией по начислению киловаттов на электронную
почту, указанную в анкете участника акции"", – говорится в сообщении. Уточняется, что призовыми киловаттами потребители смогут
воспользоваться в качестве оплаты текущих начислений за электроэнергию и
встретить новый год без долгов. В период акции, с 5 по 25 ноября 2024 года, почти 2500
физических лиц зарегистрировались  в личном кабинете ""Томскэнергосбыта"" . Победители определились с помощью генератора случайных чисел среди тех
клиентов, кто кроме регистрации выполнил одно из условий: оплатил текущие
начисления за свет, передал показания или перешел на электронный формат
квитанции. Для тех клиентов, кто уже давно пользуется онлайн-сервисами
компании, ""Томскэнергосбыт"" также предоставил возможность участия в
акции с выполнением одного из условий: передача показаний или оплата счета и
обязательная подписка на электронную квитанцию. ""Благодарим жителей области за участие в акции и ваш
выбор в пользу онлайн-сервисов, которые позволяют дистанционно
взаимодействовать с нашей компанией и оплачивать коммунальные услуги без
комиссии. Особенно ценим клиентов, которые соблюдают платежную дисциплину и не
задерживают оплату"", – цитируется директор по работе с клиентами АО
""Томскэнергосбыт"" Олеся Шакирова. Реклама. Рекламодатель АО ""Томскэнергосбыт"". Организатор
акции АО ""Томскэнергосбыт"". Идентификационный номер рекламы: LjN8KKnGr",9:30 ," 
 4 декабря 2024 г."
https://www.riatomsk.ru/article/20241204/pogoda-tomsk-4-dekabrya/,"Среда в Томске ожидается теплой, но снежной и ветреной","ТОМСК, 4 дек – РИА Томск.  Снег, местами порывистый ветер и 2-4 градуса ниже нуля ожидаются в Томске в среду днем, сообщается на сайте регионального гидрометцентра. ""По Томску (в среду) облачно с прояснениями, днем небольшой снег. Температура днем – минус 2-4 градуса"", – следует из размещенной на сайте информации. По области, особенно в юго-восточных районах, также ожидается снег. Температура воздуха прогнозируется в пределах от минус 4 до плюс 1 градуса.  Ветер в Томске и по области юго-западный 3-8 метров в секунду, местами порывы до 13 метров в секунду.",7:15 ," 
 4 декабря 2024 г."
https://www.riatomsk.ru/article/20241203/gorduma-tomska-disciplina/,Спикер думы Томска Сеченов решил привить депутатам дисциплину,"ТОМСК, 3 дек – РИА Томск.  Спикер думы Томска Сергей Сеченов во вторник раскритиковал депутатов, которые ""гуляют"" во время собрания или уходят раньше, чем будет рассмотрена вся повестка; он предложил обсудить поправки в регламент, и за его нарушение предусмотреть меры воздействия, передает журналист РИА Томск. Ранее сообщалось, что в марте 2023 года появился федеральный
закон, согласно которому не посещающих заседания больше полугода
депутатов можно лишать  мандатов. Так, в Томской думе по этой причине лишились
мандатов Артем Канарев и Андрей Фатеев*. По словам журналиста РИА Томск, на собрании во вторник депутаты обсуждали список уважительных причин отсутствия на заседаниях. К ним отнесли командировку, смерть близкого родственника, следственные действия, брак. ""То, что кто-то уходит с собрания, не досидев, начинает гуляния – очень больная тема. Президиум весь сидит, ответственные депутаты сидят, никто никуда не выходит. Давайте будем досиживать до конца собрания, не покидая своих рабочих мест. Если вдруг это системное нарушение не будет искоренено, то... внесем поправки в регламент, за нарушение которого мы будем влиять на депутатов немного по-другому"", – сказал Сеченов. Слова спикера поддержали и другие депутаты. Например, Константин Ушаков акцентировал внимание на том, что сейчас, если депутат зарегистрировался, то он по умолчанию присутствует в зале. И никто не следит за тем, что он может покинуть заседание после перерыва. Взволновала депутатов и тема явки: так, из-за отсутствия кворума депутаты порой не могут принять необходимые решения. Особенно это касается комитетов.  ""Я предлагаю ввести на сайте думы, прямо на первой странице, такими красными буквами, рейтинг депутатов по посещениям. Посетил комитет – 0,5 балла у тебя, посетил заседание – 1 балл. И тогда мы четко поймем статистику, кто у нас прогуливает больше всего. И будем публично их наказывать"", – высказался Максим Забелин.  Во время дискуссии Сеченов несколько раз акцентировал внимание на поведении депутатов. ""Если есть вопросы, то поднимите руку, мы дадим возможность вам выступить"", – говорил он несколько раз.  Обсуждение продолжалось около 30 минут. Депутаты согласились доработать регламент в той части, которая касается раннего ухода с заседаний. ""Самый долгий вопрос у нас был о дисциплине депутата. Задумайтесь"", – подвел итоги дискуссии Сеченов. * Росфинмониторинг включил Фатеева в перечень ""физических лиц, в отношении которых имеются сведения об их причастности к экстремистской деятельности или терроризму"".",18:38,"  
 3 декабря 2024 г."
https://www.riatomsk.ru/article/20241203/shegarskij-most-bezopasnostj/,ГБР с дубинками и электрошокерами будут охранять мост у Шегарки,"ТОМСК, 3 дек – 
Томск.  Власти планируют установить пункт управления транспортной безопасностью с видеонаблюдением для защиты моста через реку Обь в Шегарском районе, также охраной моста займутся группы быстрого реагирования, которые будут досматривать транспорт и контролировать пропускной режим; на эти цели из областного бюджета планируется потратить 56,5 миллиона рублей за два года, следует из материалов госзакупки.  ""Оказание услуг по защите объекта
транспортной инфраструктуры дорожного хозяйства мост через реку Обь километр 60-й на автомобильной дороге Томск – Каргала – Колпашево в Шегарском районе Томской
области от актов незаконного вмешательства… Начальная цена – 56 525 636,99
рубля"", – сказано на странице закупки. Добавляется, что контракт рассчитан до конца 2026 года. Источник финансирования – областной бюджет. Со дня подписания контракта до конца 2024 года охрана обойдется почти в 2 миллиона, в 2025 году на эти цели планируют потратить 25,8 миллиона рублей, а в 2026 – 28,6 миллиона. © РИА Томск. Никита Гольцов Мэрия Томска обследовала Аптекарский мост и решила не закрывать проезд 
            
        
            Из материалов закупки следует, что для защиты
объекта там планируют установить пункты управления транспортной безопасностью с
видеонаблюдением, а также привлечь к охране группы быстрого реагирования для
патрулирования моста. Круглосуточно там должна находиться дежурная смена из
четырех человек. Дежурная группа будет обеспечивать пропускной и
внутриобъектный режим, а также проводить досмотр транспорта. Согласно материалам закупки, с собой у них
должны быть резиновые палки, наручники, баллончик со слезоточивым газом, жилет
и шлем, а также электрошокер и металлоискатель.",17:57,"  
 3 декабря 2024 г."
https://www.riatomsk.ru/article/20241203/zenkin-naznachenie-tomsk/,Зенкин ушел с поста главврача ОКБ в Томскую районную больницу,"ТОМСК, 3 дек – РИА Томск.  Николай
Зенкин назначен и. о. главного врача Томской районной больницы, сообщается во вторник
в телеграм-канале медучреждения. Ранее сообщалось, что Зенкин был главным врачом томской ОКБ с ноября 2022 года, а до этого 2 месяца исполнял обязанности руководителя.  ""Второго декабря 2024
года начальник департамента
здравоохранения Роберт Фидаров представил коллективу Томской районной больницы
и. о. главного врача Николая Зенкина"", – говорится в сообщении. По данным сайта томской ОКБ, в
настоящее время и. о. главврача этого медучреждения является Ольга Сорокина. Зенкин родился в Томске в 1964
году, окончил Томский медицинский институт в 1991 году. В разные годы работал
на томской Станции скорой помощи, в ОГАУЗ ""Больница №2"" на
руководящих должностях, в 2002-2006 годах занимал пост начальника городского
управления здравоохранения. Был депутатом гордумы VI созыва.",17:24,"  
 3 декабря 2024 г."
https://www.riatomsk.ru/article/20241203/shkoli-mosti-i-damba-duma-tomska-o-predlozheniyah-v-proekt-byudzheta/,"Школы, мосты и дамба: дума Томска о предложениях в проект бюджета-2025","ТОМСК, 3 дек – РИА Томск.  Администрация и депутаты думы Томска приступили к рассмотрению проекта бюджета города на 2025 год на согласительной комиссии. Главная цель – распределить деньги в соответствии с ключевыми потребностями. Несколько предложений депутатов – в материале РИА Томск. Ранее сообщалось, что проект бюджета Томска на 2025 год был  внесен в гордуму  с доходами в 20,5 миллиарда и расходами в 21,8 миллиарда рублей. Ожидаемый дефицит составит 1,25 миллиарда. Мосты и дамбы Ранее сообщалось, что на данный момент состояние Аптекарского моста через Ушайку оценивается как неудовлетворительное. Отремонтировать его хотели в 2024 году, но не было подано ни одной заявки. Теперь планы перенесли на 2025-й. В проекте бюджета на выполнение работ заложено около 37 миллионов рублей. © РИА Томск. Никита Гольцов Мэрия Томска обследовала Аптекарский мост и решила не закрывать проезд ""У нас есть разные мосты. И некоторые из них вызывают справедливое недоумение жителей Томска: почему они в плачевном состоянии. Была просьба к согласительной комиссии: учесть Аптекарский мост и мост, который находится в Аникино. Это тоже очень важное сообщение: много томичей ездят на Мичуринские участки, в сторону Коларово. А мост вызывает сомнения: он вообще живой или не живой"", – говорит депутат Илья Леонтьев. Еще один важный инфраструктурный объект, на ремонт которого депутаты также просят заложить деньги, – это дамба Московского тракта.  ""Во время последнего паводка участок дамбы был поврежден льдинами. Но целость этого объекта крайне важна. По расчетам 2022 года, при наиболее тяжелом сценарии аварии, если дамба не справится, то ущерб составит почти 4,5 миллиарда рублей. Проживает в возможной зоне затопления свыше 12 тысяч человек. А сейчас средств на ее ремонт не запланировано вообще"", – отмечает депутат Максим Забелин.  Он пояснил, что в 2024 году был выполнен ремонт участка дамбы на 5 миллионов рублей. Чтобы завершить работы полностью, нужно еще 23 миллиона. Необходимость в выделении этих средств будет обсуждаться на согласительной комиссии. Дополнительный ремонт школ Ранее сообщалось, что в Томске по федеральной программе ведется масштабный ремонт школ. Если несколько лет назад в год ремонтировалось не более 1-2 учреждений, то уже в 2024 году в ремонте находятся больше 10 объектов. При этом по условиям программы на одно учреждение из федерального бюджета приходится около 110 миллионов рублей. Этих денег, чтобы отремонтировать коммуникации, крышу, заменить окна и двери и выполнить внутреннюю отделку, не хватает. Депутат Думы Томска Сергей Панов ""Все прекрасно понимали, что деньги изначально выделяются федерацией только на выборочный ремонт, и отдельные виды работ точно появятся дополнительно. По сути, мы изначально приняли обязательства и согласились, что, ремонтируя школу не целиком, корректировки в видах работ неизбежны, причем точно в большую сторону. И мы должны будем изыскивать дополнительные деньги на допработы"", – говорит депутат Сергей Панов.  © РИА Томск. Никита Гольцов Крыша больше не течет: как в Томске ремонтируют школы 
            
        
            Он предложил просчитать, каков объем средств понадобится на дополнительные работы и предусмотреть их в бюджете. Уже в ходе собрания мэр Дмитрий Махиня это предложение поддержал и поручил профильному департаменту просчитать необходимые суммы. Деньги на ремонт путей Также депутаты настаивают на выделении денег на ремонт трамвайных путей.  ""На сегодняшний день у нас единственное муниципальное предприятие – это Трамвайно-троллейбусное управление, которое действительно принадлежит городу и которое при любом распаде может гарантировать проезд по основным магистралям. Не все может подхватить частный бизнес, и, безусловно, сегодняшний тренд на развитие именно муниципального предприятия ТТУ есть"", – говорит депутат Максим Резников. Он поясняет, что в рамках согласительной комиссии будет обсуждаться выделение дополнительных 160 миллионов рублей. Часть этих денег планируется направить на ремонт трамвайных путей.  Ранее сообщалось, что ремонт трамвайных путей на проспекте Комсомольском, улицах Лебедева и Советской оценивается в более чем 300 миллионов рублей; в проекте бюджета Томска на 2025 год эти средства пока не предусмотрены. ТОСы и инициативное бюджетирование Также депутаты предлагают заложить в городском бюджете не менее 50 миллионов рублей на проекты по инициативному бюджетированию. В рамках этой программы возможно благоустройство общественных пространств по инициативе самих томичей.  ""Практика показала, что это эффективное освоение бюджетных средств с вовлечением населения. И проекты уже на это дело давно лежат на полке. Я думаю, что жители будут благодарны нашим властям, нашим депутатам за то, что они поддержат мою инициативу, и эти проекты будут реализованы"", – отмечает депутат Инга Первушина.  © РИА Томск. Никита Гольцов Депутат Думы города Томска Инга Первушина Как пояснили журналисту РИА Томск, согласительная комиссия продлится до 12 декабря. Уже в середине месяца будет представлен обновленный проект бюджета. Его обсуждение в думе запланировано на конец декабря.",17:15,"  
 3 декабря 2024 г."
https://www.riatomsk.ru/article/20241203/rabochie-nachali-remont-gorevshego-doma-na-vojkova-22-v-tomske/,"Рабочие начали ремонт горевшего дома на Войкова, 22 в Томске","ТОМСК, 3 дек – РИА Томск.  Подрядная организация ""Восток"" приступила к ремонту горевшего дома на улице Войкова, 22 в Томске; рабочие уже подключили электричество, начали разбирать кровлю и пристройку, сообщается в телеграм-канале мэрии во вторник. Ранее сообщалось, что в сентябре 2023 года в
старинном деревянном доме на Войкова, 22 в Томске произошел пожар. Власти после
просьб жителей решили отремонтировать дом, а не консервировать его. В июле
2024-го власти нашли подрядчика – ИП из Подмосковья. Однако позже стало известно, что восстанавливать дом будет томская компания ""Восток"". Она
должна закончить его к осени 2025 года. ""Подрядчик, ООО ""Восток"", в минувшие
дни приступил к работам по восстановлению многоквартирного дома по улице
Войкова, 22"", – сказано в сообщении. Со ссылкой на замглавы администрации Ленинского
района Станислава Кербера уточняется, что рабочие уже подключили электричество
и разбирают кровлю и пристройку, пострадавшую от пожара. Ранее сообщалось, что дом на улице Войкова, 22
построен в 1917 году. Здание является объектом фоновой исторической застройки,
формирующей исторический облик достопримечательных мест или архитектурных
ансамблей города. Дом входит в список зданий, охраняемых приказом Минкульта о
границах исторического поселения Томска. Всего в нем девять квартир.",15:45,"  
 3 декабря 2024 г."
https://www.riatomsk.ru/article/20241203/hrustaljnij-tomsk-2024/,"Мастера создадут ледовые фигуры для ""Хрустального Томска"" к 21 декабря","ТОМСК,
3 дек – РИА Томск.  Власти планируют установить 10 ледовых
скульптур в рамках фестиваля ""Хрустальный Томск"" к 21 декабря, сообщил во вторник на объезде, посвященном подготовке города к Новому году, начальник
управления культуры мэрии Денис Шостак. ""Подготовка идет полным ходом, выбираем на
данном этапе эскизы. У нас заявились несколько городов, кроме Томска и
Северска, это Кемерово, Хабаровск, а также Казахстан. И из Тывы есть ребята.
В течение недели должны окончательно определить эскизы… Тематика – ""Зимние
забавы с русской душой"". Мы планируем, что 21-го числа все фигуры будут
стоять"", – рассказал Шостак. По его словам, всего в рамках фестиваля планируется установить 10 ледовых фигур. По данным пресс-службы мэрии, из бюджета на
фестиваль в 2024 году выделено около 4 миллионов рублей, также помощь в
организации оказывают спонсоры. ""Хрустальный Томск"" проходит на Новособорной площади ежегодно с 2014 года. Резчики создают ледовые скульптуры, которые остаются там до конца зимы. Ранее сообщалось, что на Новособорной в
преддверии Нового года появятся также 20-метровая змея изо льда, горки,
лабиринт для детей и каток.",15:24,"  
 3 декабря 2024 г."
